id,sentence,genre
nPmCDRMwvaA_seg_00007,হৃদয়ে নিয়ে ভেজা পটের শাখাগুলো সবুজ ঘাসে আসে আসে,Rock
nPmCDRMwvaA_seg_00008,নয়ে সবকছু বুঝে গেলেও এ মুহূর্তটা রঙিন,Rock
nPmCDRMwvaA_seg_00009,দেহের বাইরে প্রেম আমার সত্য আত্মা কঠিন কঠিন সবকছু কিছু বুঝে গেলেও এ মুহূর্তটা,Rock
nPmCDRMwvaA_seg_00010,রঙিন দেহের বাইরে প্রেম আমার সত্য আত্মা কঠিন কঠিন,Rock
O3SyEDO0K9U_seg_00001,স্বপ্ন দেখার খোলা চোখ হয় না সাহস আর মনে করি না কিছু পাওয়ার আশা,Rock
O3SyEDO0K9U_seg_00002,ব্যর্থ আমার প্রার্থনার আজ আমি সবার হারানো আমি শূন্যতায় ভেসে,Rock
O3SyEDO0K9U_seg_00003,হাহাকার দেখে লাগে ভয় যেন আমার দেখা হলো না আলো সুধায়,Rock
O3SyEDO0K9U_seg_00004,অন্ধকার কেউ বোঝেনি আমায় চেনেনি তো কেউ দেখেও কতবার তবু দেখেনি কেউ মোরে সত্যকাল,Rock
O3SyEDO0K9U_seg_00005,যত বাস্তবতা মিথ্যে তত তাই আমি বৃষ্টি এলেই পাহাড়ে চুরায়,Rock
O3SyEDO0K9U_seg_00006,বসে ভরসায় ভিজি ভাঙলে মেনে বাড়ি যেতেও আকাশ সুখা ওদের ফিরে নিজেকে আমি,Rock
O3SyEDO0K9U_seg_00007,ফেরা হলো না ঘরে নাই ফিরলো ঘর দিকে,Rock
O3SyEDO0K9U_seg_00008,আমার এসে পথেরই মাঝে পেছনে তাকিয়ে ফিরে আবার হেঁটে,Rock
O3SyEDO0K9U_seg_00009,যাই আমি খুঁজতে কিছু আমি আজও জানিনা কিসেরই কিছু সাথী রয় কষ্ট আমার সেনা তো,Rock
O3SyEDO0K9U_seg_00010,ఆ আমি মিথ্যে বলেছি কত মিথ্যে বলেছি,Rock
O3SyEDO0K9U_seg_00011,নিজেকে এক রূপ কথার মত বদলে যাবে এ জীবন শেষে আজ আমি,Rock
O3SyEDO0K9U_seg_00012,ছন্দ ছাড়া আমি এক বিশে হারা,Rock
-ph4mykFp9I_seg_00001,এই আলো ধরে রাখো কুঠুরি আমাকে আর খুঁজো,Alternative
-ph4mykFp9I_seg_00002,না আমি থাকবো নিভেজ প্রদীপের,Alternative
-ph4mykFp9I_seg_00003,আধারে এই গান শুনে রাখো ভালো আমাকে আর ডেকো,Alternative
-ph4mykFp9I_seg_00004,না আমি চলে যাব জীবের ডায় গভীর,Alternative
-ph4mykFp9I_seg_00005,সাগরে মানুষের হৃদয় ভরে ওঠে আবার শূন্য হবার জন্যে স্মৃতির এই ফুল এলো বাগানে,Alternative
-ph4mykFp9I_seg_00006,ঝরা ফুলে মধু খুঁজে ভ্রমর হয় ধন্য আমাদের হয়েছিল দেখা যখন হৃদয়কে শাসন,Alternative
-ph4mykFp9I_seg_00007,করছিল শূন্যতা আমাদের হয়েছিল কথা যখন মৃতের কঙ্কালে স্তব্ধ,Alternative
-ph4mykFp9I_seg_00008,মহাকাল মানুষের হৃদয় ভরে ওঠে আবার শূন্য হবার জন্যে বিস্মৃতির এই ফুলের বাগানে ঝরা ফুলে মধু খুঁজে,Alternative
-ph4mykFp9I_seg_00009,কোন সন্ধ্যায় ভুলে যেও সেই আলো যখন সময় ডেকে নেবে অন্য প্রদীপের,Alternative
-ph4mykFp9I_seg_00010,ধারে কোন সন্ধ্যায় ভুলে যেও সেই আলো যখন সময় ডেকে নেবে অন্য প্রদীপের,Alternative
-ph4mykFp9I_seg_00011,ধারে নিজের অরণ্যে সময় চালায় তার ধারালো কুঠার ভুলে যেও সেই গান সাগর ধুয়ে দেয় যদি,Alternative
-ph4mykFp9I_seg_00012,তোমার পুরনো সই মানুষের হৃদয় ভরে ওঠে আবার শূন্য হওয়ার জন্যে নিমৃতির এই ফুলের,Alternative
-ph4mykFp9I_seg_00013,এই আরো ধরে রাখো কুঠুরি আমাকে আর খুজো,Alternative
-ph4mykFp9I_seg_00014,না আমি থাকবো নিভে যাওয়া প্রদীপের,Alternative
-ph4mykFp9I_seg_00015,আধারে এই গান শুনে রাখো আমাকে আর ডেকো,Alternative
-ph4mykFp9I_seg_00016,না আমি চলে যাব চিলের ডানায়,Alternative
qpfyAc2J1JE_seg_00001,পারো সে কবিতার ছন্দতে কিছু কথা দিয়ে মানুষের মন ছুতে তুমি পারো সুরে গলা মিলাতে তুমি আরো পারো সাথে রোগদে সে সেই আলো ভেবে ভালো ভাবো সেইদিন,Pop
qpfyAc2J1JE_seg_00002,যাবেন শোধে পর এক সময় হবে প্রিয়জনের প্রয়োজনে এই কিছু সময় যাবে কষ্টে তবে বিশ্বাস স্রষ্টা বসে,Pop
qpfyAc2J1JE_seg_00003,ওপারে আমি জানি তুমিও পারো তার হাসিটা ফোটাতে তুমিও পারো তাকে রং,Pop
qpfyAc2J1JE_seg_00004,দেখাতে তুমিও পারো তার হাসিটা ফুটাতে তুমিও,Pop
qpfyAc2J1JE_seg_00005,পারো তার রঙে এখন,Pop
qpfyAc2J1JE_seg_00006,তুমি এসেই দেখো সেই মেঘের দল চুল ফুরাবে বাতাসের মেঘ ভ্রবণ তুমি পারো খুঁজে নিতে সেই বিষয় তোমার হাসিতে হাসিবে সে সবসময়,Pop
qpfyAc2J1JE_seg_00007,কালো কাজলের চোখ খানা আঁকতে তুমি পারসে রং তুলির দৃশ্যতে তুমি পারো সুরে গলা মিলাতে তুমি আরো,Pop
qpfyAc2J1JE_seg_00008,ভালো সেই আলো ভালো হবে সেইদিন যাবে পর এক সময় হবে প্রিয়জনের প্রয়োজনে এই কিছু সময় যাবে কষ্টের বিশ্বাস,Pop
qpfyAc2J1JE_seg_00009,রাস্তা বসে ওয়েতে আমি জানি তুমিও পারো তার হাসিটা ফোটাতে তুমিও,Pop
qpfyAc2J1JE_seg_00010,পারো তাকে রন্ধন দেখাতে তুমিও পারো তার হাসিটা ফোটাতে তুমিও,Pop
qpfyAc2J1JE_seg_00011,পারো তার রঙে রঙিন,Pop
SEcCvYfYGRk_seg_00001,আকাশে নেই চাঁদ ঘরে দেয়াল দেখে কাটায় রাত আর ঘুম আসে না নিষ্ঠুর পৃথিবীতে কে কেউ থাকে না পাশে,Pop
SEcCvYfYGRk_seg_00002,আমার আর মনে অগোচরে অবুঝ খেয়াল বারে বারে আমায় শুধু প্রশ্ন করে রাত শেষে আর কখনো কি ভোর হবে না,Pop
SEcCvYfYGRk_seg_00003,আধাকাল রাত্রির শেষে ভোর হলেই আমি স্বপ্ন দেখি যে অর্ধেক আকাশ পৃথিবীর আর অর্ধেক তোমার,Pop
SEcCvYfYGRk_seg_00004,আমার সারা কালো স্বপ্নের মাঝে আমি খুঁজে যাই তোমার আমার নতুন ঠিকানায় বারে বারে ডাকছে আমায় আমি কোথায় যে হারিয়ে,Pop
SEcCvYfYGRk_seg_00005,যাই শত ধীরের মাঝেও আমি শুনতে পাই তোমার কোমল কণ্ঠ স্বর একবার,Pop
SEcCvYfYGRk_seg_00006,ফুলটা আজ বয়ে পাতায় মাঝে মাঝে আমার চোখে অশ্রু ঝরায় অলস প্রহর যেন থমকে থাকে ঘড়ির,Pop
SEcCvYfYGRk_seg_00007,কাটায় হঠাৎ ব্যস্ত হয় পুরনো ছবির দল ঘুমানো স্বপ্নগুলো বলছে যাবি চল অসহায় আমি যে থাকি,Pop
SEcCvYfYGRk_seg_00008,নীরবতায় সাদা কালো স্বপ্নের মাঝে আমি খুঁজে যাই তোমার আমার নতুন ঠিকানায় বারে বারে ডাকছে আমায় আমি কোথায় যে হারিয়ে,Pop
SEcCvYfYGRk_seg_00009,যাই শত ভিড়ের মাঝেও আমি শুনতে পাই তোমার কোমর কন্ঠ স্বর একেবার চেয়ে দেখো আমি আর মনে খুঁজছি,Pop
SEcCvYfYGRk_seg_00010,তোমায় হঠাৎ ব্যস্ত হয় পুরনো ছবি ঘুমানো স্বপ্ন পুরো পৌঁছে যাবি চল অসহায় আমি চেয়ে থাকি নীরবতায়,Pop
SEcCvYfYGRk_seg_00011,শত মাঝে আমি শুনতে পাই তোমার কোমল কণ্ঠস্বর একবার চেয়ে দেখো আমি আন মনে,Pop
t99Z5ym-nJY_seg_00001,মেঘলা দিন তোমাকে ভেবে কেটে যায় রঙিন ফেলে আসা ভালোবাসা মলিন তবুও মনে পড়ে,Pop
t99Z5ym-nJY_seg_00002,যায় চায়ের কাপ তোর আমার যত স্মৃতির চাপ হিসেবে মেলানো কঠিন যদি,Pop
t99Z5ym-nJY_seg_00003,আবার দেখা হয় তোমার আমার ভুলে যে ওর সব অভিমান ছিল যত ঋণ আছি,Pop
t99Z5ym-nJY_seg_00004,আজও আমি শুধুই তোমার জানি তুমি অন্য,Pop
t99Z5ym-nJY_seg_00005,আমার মন খারাপ সুখ মিশে গেছে যতদূর তুমি শুনতে কি পাও এই গান,Pop
t99Z5ym-nJY_seg_00006,যাক না দিন এমন তোমাকে ভেবে ভেবে হয়ে যাক কাজে প্রতীক্ষার অবসান লুকিয়ে,Pop
t99Z5ym-nJY_seg_00007,থাক শীতের কুয়াশায় ভেজালু চোখ মুছে যাওয়া যত গল্প আজ প্রেম হয়ে ফিরে যা আড়াল,Pop
t99Z5ym-nJY_seg_00008,হোক জমিয়ে রাখা যত কষ্ট সব শিশির হয়ে ঝরে যায় যদি আবার দেখা হয় তোমার,Pop
t99Z5ym-nJY_seg_00009,আমার মনে করো সেই মন ভাঙ্গা গল্প গান আছি আজও আমি শুধুই,Pop
t99Z5ym-nJY_seg_00010,তোমার জানি তুমি অন্য কারো আমি দিশাহীন আহ,Pop
TPiCWUQ78CY_seg_00001,জন্ম মৃত্যুর আবর্তনে পুনরজন্ম হবে তোমার আবার দেখা পাবো কখন কে জানে জন্ম মৃত্যুর,Alternative
TPiCWUQ78CY_seg_00002,আবর্তনে পুনরজন্ম হবে তোমার আবার দেখা পাবো কখন কে জানে দূরে,Alternative
TPiCWUQ78CY_seg_00003,যাও সরে যাও রেখে যাও কিছু স্মৃতি তোমার,Alternative
TPiCWUQ78CY_seg_00004,আমার জানি আমার একটি জন্ম আমার কভু হবে না জানি আমার এমন করে তোমার দেখা পাবো না,Alternative
TPiCWUQ78CY_seg_00005,জানি আমার একটি জন্ম আমার কভু হবে না জানি,Alternative
TPiCWUQ78CY_seg_00006,সোজা সজা একটা সত্য কথা বলে তোমায় ভীষণ রকম,Alternative
TPiCWUQ78CY_seg_00007,ভালোবাসি হাজারো যুদ্ধ বয়ে গেছে মনে তোমায় এই কথা বলবো,Alternative
TPiCWUQ78CY_seg_00008,বলে বলা হয়নি কথা কি ছিল এই,Alternative
TPiCWUQ78CY_seg_00009,মনে বলা হয়নি কথা কি ছিল এই মনে জানি আমার একটি জন্ম আমার কভু হবে না,Alternative
TPiCWUQ78CY_seg_00010,জানি আবার এমন করে তোমার দেখা পাবো না জানি আমার একটি জন্ম আমার কভু হবে না জানি,Alternative
TPiCWUQ78CY_seg_00011,আছো তুমি যেখানে প্রতিশব্দ শব্দ দূষণ কাজে শোনো অবশ্য দেয়ালে তোমারি,Alternative
TPiCWUQ78CY_seg_00012,গুনগুন আজন মোরা বুকের মাঝে ধ্বনি প্রতি ধ্বনি রাতের আকাশ তোমায় ছাড়া ভীষণ একাকি আজ,Alternative
TPiCWUQ78CY_seg_00013,স্মৃতিগুলো ভীষণ রকম দামি আজ স্মৃতিগুলো ভীষণ রকম,Alternative
TPiCWUQ78CY_seg_00014,থামি জানি আমার একটি জন্ম তবু হবে না জানি আমার এমন করে তোমার দেখা পাবো না,Alternative
triH6ECZmBM_seg_00001,যদি তুমি নদী হয়ে চাও ঢেউ হবে আমাকে ভাসা ভালোবেসে,Pop
triH6ECZmBM_seg_00002,মনটাকে হারাবো যে ওই বাঁকে কাছে এসে হাতটা বাড়াও খুব কাছাকাছি যেন আমি,Pop
triH6ECZmBM_seg_00003,আছি তোমারই তো প্রেমে দিব নিশি ভাসি ছুয়ে দিয়ে তোমার মনেরই সীমানা বারে বারে ফিরে,Pop
triH6ECZmBM_seg_00004,আসি যদি তুমি নদী হয়ে যাও ঢেউ হয়ে আমাকে ভাসা ভালোবেসে,Pop
triH6ECZmBM_seg_00005,মনটাকে হারাবো যে ওই বাঁকে কাছে এসে,Pop
triH6ECZmBM_seg_00006,ধীরে ধীরে কোনখানে ভেসে যাই চলে যাই গোপনে জানে না মন জানে না তুই চোখে চোখ রেখেছে থাকি পলকে কোন,Pop
triH6ECZmBM_seg_00007,আলে তুমি বোঝো না তোমারি কাছে যেন আমারই মন বাঁধা আছে তোমাকে ছুয়ে যেন সারাক্ষণ এই মন বাঁচে কাছে আসো,Pop
triH6ECZmBM_seg_00008,কোন বাতাস হারাবো তোমার আদরে খুব কাছাকাছি যেন আমি আছি তোমারই তো প্রেমে,Pop
triH6ECZmBM_seg_00009,দিবানিশি ভাসি ছুয়ে দিয়ে তোমার মনেরই সীমানা বারে বারে ফিরে,Pop
triH6ECZmBM_seg_00010,আসি যদি তুমি নদী হয়ে যাও ঢেউ হয়ে আমাকে ভাসা ভালোবেসে,Pop
TWHLqVajlOk_seg_00001,ভুলের স্রোতে ভুলে যাওয়া স্বপ্নে তোমায় ফিরে পাওয়া ঘুম ভুল ভরে তোমারি হতে চাওয়া মনে গভীরে রেখে,Indie/Folk-Pop
TWHLqVajlOk_seg_00002,দেয়া স্বপ্নে তোমায় একে যাওয়া ফেলে আসা বন্ধুতে তোমাকে খুঁজে ফেরা চলো আজ ফিরে,Indie/Folk-Pop
TWHLqVajlOk_seg_00003,যাই গোধুলির ওপারে চলো আজ ফিরে যাই,Indie/Folk-Pop
TWHLqVajlOk_seg_00004,আশা আকাশটা কে হয়নি ধরা ফুলের স্রোতে হয়নি ছোঁয়া ওই আলোর স্বপ্ন চুরা সূর্য ঢাকা ভোরের পথে হারিয়ে যাও,Indie/Folk-Pop
TWHLqVajlOk_seg_00005,স্মৃতির সাথে তোমাকে ফিরে পেতে আমার অপেক্ষা চলো,Indie/Folk-Pop
TWHLqVajlOk_seg_00006,আজ ফিরে যা মধুলির চলো আজ ফিরে,Indie/Folk-Pop
TWHLqVajlOk_seg_00007,যাই মধুলির গোপালে শক্তহীন বালু জ্বলে ফিরে এসে আমার চলে,Indie/Folk-Pop
TWHLqVajlOk_seg_00008,রাঙিয়ে যাও আজ তোমার রঙে রং মশালে সেই আলোতে বলতে চাই আজ,Indie/Folk-Pop
TWHLqVajlOk_seg_00009,তোমাকে না বলো অনুভূতি ভাষায় ফেলে চলো আজ ফিরে,Indie/Folk-Pop
TWHLqVajlOk_seg_00010,যাই গোধুলি ওপারে চলো আজ ফিরে যাই,Indie/Folk-Pop
U2MFX3h8JVI_seg_00001,জানিনা কেন যে আজ মন হারালো দূর আকাশে জানিনা কেন যে আজ মন হারালো দূর আকাশে মেঘেরও পাশে নীলে ভেসে ভেসে স্মৃতির,Pop
U2MFX3h8JVI_seg_00002,আবেশে হেসে হেসে জানিনা কেন যে আজ মন হারালো দূর আকাশে জানিনা কেন যে আজ মন হারালো দূর আকাশে মেঘেরও পাশে নীলে ভেসে ভেসে স্মৃতির,Pop
U2MFX3h8JVI_seg_00003,আবেশে হেসে হেসে জানিনা কেন যে আজ মন হারালো দূর আকাশে জানিনা কেন যে আজ মন হারালো দূর,Pop
U2MFX3h8JVI_seg_00004,চঞ্চল মন হায় উড়িয়া যেতে চায় সবুজ বনে বাজারে করিয়া কানাকানি বিষয় না জানি নিষিদ্ধ অসীম আধারে চঞ্চল মন হায় উড়িয়া যেতে চায় সবুজ মনে,Pop
U2MFX3h8JVI_seg_00005,বাঁধারে করিয়া কানাকানি বিষয়ও না জানি নিষিধ অসীম আধারে মেঘের ওপাশে নীলে ভেসে ভেসে স্মৃতির আবেশে হেসে হেসে জানিনা কেন যে আজ মন হারালো দূর,Pop
U2MFX3h8JVI_seg_00006,আকাশে জানিনা কেন যে আজ মন হারালো দূর,Pop
U2MFX3h8JVI_seg_00007,সঞ্জল মন যায় স্বপ্নে মৃদু পায় হারাতে দূরে পাহাড়ে সঙ্গী হতে চায় মরিয়া মোহনায় মিশিতে গহীন সাগরে চঞ্চালো মন যায় স্বপ্নে মৃদু পায় হাতে দূরের,Pop
U2MFX3h8JVI_seg_00008,পাহাড়া সঙ্গী চাঁদ পড়িয়া মোহনায় মিশিতে গহীন সাগরে মেঘের ওপাশে নীলে ভেসে ভেসে স্মৃতির আবেশে হেসে হেসে জানিনা কেন যে আজ মন হারালো দূর,Pop
U2MFX3h8JVI_seg_00009,আকাশে জানিনা কেন যে আজ মন হারালো দূর আকাশে মেঘের পাশে নীলে ভেসে ভেসে স্মৃতির আবেশে ভেসে হেসে,Pop
VcZ2MAQlJZA_seg_00001,রাতেরও গভীরে চর দেয় যে আলো তোমার ভালোবাসা লাগে তো ভালো দিক দিশা হয়ে তুমি কার পানে ছোট,Pop
VcZ2MAQlJZA_seg_00002,অন্ধকারে ছিলা আমি তোমারি আলো দিলো না দিলা না তুমি তো দিলা না কথা ফুল ঝরে গেল তুমি তো দিলা,Pop
VcZ2MAQlJZA_seg_00003,না দিলা না দিলা না তুমি তো দিলা না কথা,Pop
VcZ2MAQlJZA_seg_00004,সুখেরও বাগানে ছিলাম ফুটন্ত গলা কত নান অভিমান,Pop
VcZ2MAQlJZA_seg_00005,কত নলা ও সুখেরও বাগানে ছিল গলা,Pop
VcZ2MAQlJZA_seg_00006,কত নামান অভিমান কত নলা এস একজনে জলে কি পেয়েছো তুমি,Pop
VcZ2MAQlJZA_seg_00007,নিজেকে হারিয়ে দিল না দিলা না তুমি তো দিলা না কত ফুল ঝরে তো দিলা,Pop
VcZ2MAQlJZA_seg_00008,দিলা না দিলা না তুমি দিল না কত সর,Pop
VcZ2MAQlJZA_seg_00009,কত না স্বপ্ন ছিল দুচোখে অশার হাত ধরে হেটেছি,Pop
VcZ2MAQlJZA_seg_00010,দুজন জন্যে কত নম্ব ছিল এ দুচোখে,Pop
VcZ2MAQlJZA_seg_00011,অসর হাত ধরে হেটেছি দুজনে মনের মন্দিরে আপন জেনে সুখে,Pop
VcZ2MAQlJZA_seg_00012,কত পাইবে না দিলা না দিলা না তুমি তো দিলা দিলা তখন জরে তো দিলা দিলা দিল না দিলা,Pop
VcZ2MAQlJZA_seg_00013,তুমি তো দিলা স ও,Pop
XJlXHoh0C4M_seg_00001,চায় কাছে তোকে দিশে হারা মন যেন তোর আদরে ভেজে যায় সারাক্ষণ মন শুধু আজ খুজে অকারণ বলে সব কারণ,Pop
XJlXHoh0C4M_seg_00002,কোন নামহীন দেশে যায় আজ তোকে নিয়ে ভেসে সে অজানা বেশে যাই তোকে ভালোবেসে শুধু তুই আমি মিলে ভাসি ওই তোর মিলে,Pop
XJlXHoh0C4M_seg_00003,চোখে দু চোখ রেখে যাই শুকন একে চায় কাছে তোকে দিশে হারা মন যেন তোর দূরে ভিজে যায় সারাক্ষণ,Pop
XJlXHoh0C4M_seg_00004,আমিও চাই তোর মনে হারাতে তোকে নিয়ে পথ পা বাড়াতে তোকেই ভেবে রোজ করি যে তোর খোজ তোকে নিয়ে মন হয় মন হারা,Pop
XJlXHoh0C4M_seg_00005,ও আমিও চাই তোর মনে হারাতে তোকে নিয়ে পথ পা বাড়াতে তোকেই ভেবে রোজ করি যে তোর খোজ তোকে নিয়ে মনে হয় মন হারা,Pop
XJlXHoh0C4M_seg_00006,তোর কাজে তোর খোজে দিনে রাতে তোর মনে মন রেখে বাসবো আমি তোরই সাথে কোন নামহীন এসে যায় আজ তোকে নিয়ে ভেসে,Pop
XJlXHoh0C4M_seg_00007,সে অজানা বেশে যায় তোকে ভালোবেসে শুধু তুই আমি মিলে যায় হাসি ওই তোর মিলে চোখে দু চোখ রেখে যাই স্বপ্ন এতে,Pop
XJlXHoh0C4M_seg_00008,চায় কাছে তোকে দিশে হারা মন যেন তোর আদরে ভিজে যায় সারা এখন মন শুধু আজ ভরে অকারণ বলে সব এক কারণ,Pop
yGSDD7hiRgU_seg_00001,হা তোমার জন্য ভুল করিয়ে নিলে সাথে খানিক,Pop
yGSDD7hiRgU_seg_00002,ভুল করিয়ে নিলে কাজল চোখে তাকিয়ে যদি হাসি তোমায় ভেবে সন্ধ্যা নামে চ্যুতি চোখের,Pop
yGSDD7hiRgU_seg_00003,কোলে কান্না জমায় নদী সব অভিমান ভুলে ফিরে আসি আমায় ছেড়ে কোথায় যাবে তুমি,Pop
yGSDD7hiRgU_seg_00004,বলবে কে আর এমন করে ভালোবাসি আমায় দিও একটুখানি ছুয়ে আমায় দিও,Pop
yGSDD7hiRgU_seg_00005,একটুখানি মন এই জনমের জন্ম মৃত্যু জানি তুমি ছাড়া শূন্য এ জীবন,Pop
yGSDD7hiRgU_seg_00006,আমায় দিও একটুখানি ছুবে আমায় দিও একটুখানি মন এই জনমের জন্ম মৃত্যু জানে তুমি ছাড়া শূন্য,Pop
yGSDD7hiRgU_seg_00007,তোমায় ছেড়ে গেলে এমন আকাশ পাবো আর কোথায় তোমার কাছে এসে সবটুকু ভালোবেসে যাবো কোথায়,Pop
yGSDD7hiRgU_seg_00008,তোমার জন্য তাকিয়ে য়ে যদি থাকি বুকের ভেতর আসতো আকাশ আকি দুঃখ ভুলে স্বপ্ন সুখে ভাসি,Pop
yGSDD7hiRgU_seg_00009,আমায় ছেড়ে কোথায় যাবে তুমি বলবে কে আর এমন করে ভালোবাসি,Pop
yGSDD7hiRgU_seg_00010,আমায় দিও একটুখানি ছুয়ে আমায় দিও একটুখানি মন এই জনমের জন্ম মৃত্যু জানে তুমি ছাড়া শূন্য এ জীবন,Pop
_z1EfMNUqFs_seg_00001,গুনে গুনে দেখি অবেলার স্বপ্নটাই আঁকা ছিল কত শত কবিতায় স্বপ্নের সেই কবিতার ছন্দতে মিশেছে ছিল তার হাসি মাখা ছবিটা যা আঁকা ছিল অদ্ভুত রংগুলি যা জমা থাকে আমার মন মাঝে বড় হয়ে আমি চড়ছি ঘোড়ায় আড়ালে তুমি,Pop
_z1EfMNUqFs_seg_00002,লুকে আছো বউ সাজে আমার এই স্বপ্ন কি শুধু স্বপ্ন হয়ে হাসাবে আমায় তেমন সাহস নেই আমার তোমাকে কিভাবে প্রস্তাব জানাই আমার এই স্বপ্ন কি শুধু স্বপ্ন হয়ে হাসাবে আমায়,Pop
_z1EfMNUqFs_seg_00003,ഓ কল্পনায় আঁকা আল্পনায় তোমায় নিয়ে ভাবা শত জল্পনায় তুমি আছো বলে বেঁচে আছে স্বপ্নটা তোমায় নিয়ে লেখা এই কবিতা সেই কবিতার ছন্দটা তুমি মিশে থাকা প্রতি অক্ষরে আমি জানালে কি হতে পারে শেষটা,Pop
_z1EfMNUqFs_seg_00004,আমার এই স্বপ্ন কি শুধু স্বপ্ন হয়ে হাসাবে আমায় তেমন সাহস নেই আমার আমার এই স্বপ্ন কি শুধু স্বপ্ন হয়ে,Pop
_z1EfMNUqFs_seg_00005,হাসাবে আমায় তেমন সাহস নেই আমার আমার এই স্বপ্ন কি শুধু স্বপ্ন হয়ে হাসাবে আমায় তেমন সাহস নেই আমার তোমাকে কিভাবে প্রস্তাব জানাই আমার এই স্বপ্ন কি,Pop
_z1EfMNUqFs_seg_00006,শুধু স্বপ্ন হয়ে হাসাবে আমার,Pop
Z4HpPn56LaQ_seg_00001,তোর জন্যে আকাশ পাতাল একটু হলেও হচ্ছি মাতাল কানের খাতায় জায়গা কোথায় কবিতা তোর চোখের,Indie/Folk-Pop
Z4HpPn56LaQ_seg_00002,পাতায় জানতে চাবি কোথায় কেমন কোন দুপুরে পড়ছি কখন কোন রাতে আমি না ঘুমিয়ে কোন সকালে ঘর নিগিয়ে কোন দেশেতে যাই হারিয়ে,Indie/Folk-Pop
Z4HpPn56LaQ_seg_00003,তেপান্তরের মাঠ পেরিয়ে ছোট্ট বাজার হাট পেরিয়ে সুখের খোঁজে ভুল করে সেই তোর,Indie/Folk-Pop
Z4HpPn56LaQ_seg_00004,শহরে তোরই শহরে না,Indie/Folk-Pop
Z4HpPn56LaQ_seg_00005,না অন্ধকারে হাতরে বেড়ায় মনের ভেতর চলছে লড়াই কি খুঁজতে কি খুঁজে পাই দেখলে আলো থমকে,Indie/Folk-Pop
Z4HpPn56LaQ_seg_00006,দাঁড়ায় অদ্ভুত সব মানুষগুলো কিসের খোঁজে ছুটছে বলো কি আসে যায় না পেলে তার কি হবে আজ মন ভেঙে গেলে কোন দেশেতে যায় হারিয়ে তেপান্তরের,Indie/Folk-Pop
Z4HpPn56LaQ_seg_00007,মাঠ পেরিয়ে ছোট্ট বাজার হাট পেরিয়ে,Indie/Folk-Pop
Z4HpPn56LaQ_seg_00008,পথ ভুলে গেছি অচেনা এই ইট পাথরের শহরে মিশে আছে কত শত গল্প অলিগলি আর কত দেয়ালে বন্ধ ঘরে স্বপ্ন ফাটল ধরে পুরো কোন আয় নাই,Indie/Folk-Pop
Z4HpPn56LaQ_seg_00009,যদি সত্যি মেলে মুক্তি আমি ফিরবো না কখনো কোন দেশেতে যায় হারিয়ে তেপান্তরের মাঠ পেরিয়ে ছোট্ট বাজার হাট পেরিয়ে সুখের খোঁজে ভুল করে,Indie/Folk-Pop
